FUSSGAENGE,EINBAHN,RADSTREIFE,ONEWAY_FT,ONEWAY_TF,HOEHE_ANFA,HOEHE_ENDE,RADWEG,LOKALISATI,VELOWEGE_M,SHAPE_Leng,ID
1,0,0,0,0,394.85903500000,394.08087550000,BOTH,Fischerweg,2,274.32247658200,915
1,0,0,0,0,405.36467780000,405.32700700000,BOTH,Platzpromenade 120,2,15.62221605790,916
1,0,0,0,0,527.77308757000,526.22472303000,BOTH,Regensdorferstrasse 20,2,81.35074320710,917
0,FT,0,0,1,442.51164950000,442.62655274000,FT,Kornhausstrasse Trottoir rechts,0,18.64195176720,918
1,TF,0,1,0,404.85424300000,404.84134153000,TF,Badenerstrasse Trottoir links,0,20.76651130820,919
0,TF,0,1,0,399.28230857000,399.24627559000,TF,EuropabrÃ¼cke Trottoir links,1,8.08624499715,920
1,0,0,0,0,406.05145769000,407.87825506000,BOTH,Seefeldquai Seepromenade 70,1,68.81208728940,921
1,0,0,0,0,396.16222500000,397.96881975000,BOTH,UnterfÃ¼hrung Nationalstrasse A1H 20,1,29.08972195880,922
0,TF,0,1,0,408.40404400000,408.75462877000,TF,QuaibrÃ¼cke,0,14.84169250470,923
1,0,0,0,0,425.40393035000,425.66818100000,BOTH,Glattuferweg 560,0,31.74840820460,924
1,FT,0,0,1,401.46628036000,401.48311106000,FT,FÃ¶rrlibuckstrasse Trottoir rechts,0,17.31693933300,925
0,FT,0,0,1,418.34040800000,418.18222480000,FT,Seestrasse Trottoir links,0,9.77251395109,926
0,FT,FT,0,1,462.51514500000,461.65781571000,TF,BÃ¼lachstrasse,0,22.60368198990,927
0,0,0,0,0,454.57835650000,454.68859000000,BOTH,Hauriweg,0,6.04389353568,928
1,0,0,0,0,443.57839785000,443.41275900000,BOTH,Nationalstrasse A1 Ãœberquerung 10,0,20.46355104960,929
0,TF,0,1,0,398.15450742000,397.67315455000,TF,EuropabrÃ¼cke Trottoir links,1,15.48281831780,930
0,0,0,0,0,402.70984000000,402.52460375000,BOTH,DuttweilerbrÃ¼cke Trottoir links,0,14.26796205580,931
1,0,0,0,0,413.02977500000,413.35674167000,BOTH,Stauffacherquai Ãœberquerung 40,0,16.27672221410,932
0,0,0,0,0,422.43348100000,421.93573092000,FT,Bahnhof Brunau 5,0,24.81867143300,933
1,0,0,0,0,400.66465206000,400.47854725000,BOTH,Bernerstrasse Trottoir rechts,1,132.58408087700,934
1,FT,0,0,1,401.95524349000,401.74544889000,FT,FÃ¶rrlibuckstrasse Trottoir rechts,0,121.22986168800,935
1,FT,0,0,1,408.29979110000,408.20952500000,FT,Alfred-Escher-Strasse Trottoir rechts,0,48.86915448850,936
0,FT,0,0,1,402.09771350000,402.52460375000,BOTH,Pfingstweidstrasse Trottoir rechts,0,31.30425854730,937
0,0,0,0,0,469.55964250000,470.02688539000,BOTH,Hesenlooweg,0,98.42474051820,938
1,0,0,0,0,404.22013500000,404.40737219000,BOTH,Geroldstrasse Trottoir links,1,81.75246689750,939
1,0,0,0,0,397.35850370000,397.95921250000,BOTH,Fabrikkanal / Fischerweg 10,1,16.63285600440,940
1,0,0,0,0,432.62164213000,432.65978000000,BOTH,Am Katzenbach,1,40.71486437880,941
1,0,0,0,0,408.11593955000,412.29696600000,BOTH,Drahtschmidlisteig,1,64.32457560700,942
1,0,0,0,0,425.94704980000,424.57734248000,BOTH,Glattparkstrasse Opfikon 530,0,263.21471729300,943
1,TF,0,1,0,405.98379397000,402.85229443000,TF,DuttweilerbrÃ¼cke Trottoir links,0,585.28096163000,944
0,FT,0,0,1,399.16717647000,399.23488630000,FT,EuropabrÃ¼cke Trottoir rechts,1,21.53359785020,945
1,FT,0,0,1,471.60434557000,479.83375500000,FT,Schaffhauserstrasse Trottoir rechts,0,143.45933746800,946
0,0,0,0,0,431.94714257000,432.00250000000,BOTH,SchÃ¤renmoosstrasse,1,61.71761624980,947
0,0,0,0,0,397.96881975000,398.22985136000,BOTH,Max-HÃ¶gger-Strasse Trottoir links,1,8.72409718814,948
1,0,0,0,0,402.00054660000,401.88388500000,BOTH,Gleisbogen,1,67.66981538780,949
1,0,0,0,0,443.10014207000,442.91471225000,BOTH,MÃ¼hlackerweg / Wehntalerstrasse Ãœberquerung 10,0,20.92197688800,950
1,0,0,0,0,408.10708232000,407.69836850000,BOTH,Mythen-Quai Parkplatz,1,198.83973471600,951
0,FT,0,0,1,408.03279429000,407.76248955000,FT,Bus Wende Tiefenbrunnen,1,100.06179055900,952
0,FT,0,0,1,402.72057250000,402.28556109000,FT,Hardturmstrasse,1,123.91515239500,953
1,FT,0,0,1,401.48311106000,401.23907700000,FT,FÃ¶rrlibuckstrasse Trottoir rechts,0,126.74383408300,954
1,0,0,0,0,426.81251000000,426.77732167000,TF,Thurgauerstrasse Trottoir links,0,10.75983664500,955
1,0,0,0,0,431.90558365000,431.59489300000,BOTH,Am Katzenbach,0,44.85048371160,956
1,0,0,0,0,428.36292317000,426.21354320000,BOTH,Dreispitz,0,119.81358834200,957
1,0,0,0,0,490.95936417000,492.81290750000,BOTH,Irchelpark 580,2,28.48474255050,958
1,0,0,0,0,407.83364683000,407.71424920000,BOTH,Mythenquai Trottoir links,1,30.85180507890,959
1,0,0,0,0,447.15862000000,449.56066060000,BOTH,Wehntalerstrasse 30,1,47.82555835630,960
0,0,0,0,0,428.59244182000,428.36292317000,BOTH,Dreispitz,0,13.48872782540,961
0,FT,0,0,1,415.79522900000,416.42415125000,TF,MÃ¼hlebachstrasse,1,62.65467193730,962
1,FT,0,0,1,404.54104300000,404.30329540000,FT,Badenerstrasse Trottoir rechts,0,53.88867875390,963
1,0,0,0,0,408.40671273000,408.32990833000,BOTH,Tram Gessnerallee Ãœberquerung 10,0,9.37748984149,964
1,0,0,0,0,443.02628770000,442.91471225000,BOTH,Wehntalerstrasse Trottoir rechts,0,12.73529787360,965
1,TF,0,1,0,429.47283183000,430.23719667000,TF,Nordstrasse Trottoir links,0,42.84564089110,966
0,0,0,0,0,408.98488000000,408.95959800000,BOTH,Am Schanzengraben,1,4.62594819589,967
1,FT,0,0,1,406.17763705000,406.52302000000,FT,Herdernstrasse Trottoir links,0,86.88640325200,968
1,0,0,0,0,402.37411762000,402.33453112000,BOTH,Gleisbogen,1,157.94977775500,969
1,0,0,0,0,453.23298000000,455.03051357000,BOTH,Kunzweg,1,25.86390279840,970
0,FT,0,0,1,597.57268688000,598.26508760000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,11.33924504630,971
1,0,0,0,0,414.03363407000,417.65014675000,BOTH,Rousseaustrasse 10,1,57.85697770170,972
1,FT,0,0,1,509.60356607000,523.91440483000,FT,Regensdorferstrasse Trottoir rechts,0,428.84306037200,973
0,TF,0,1,0,434.61146857000,438.19628439000,TF,DÃ¼bendorfstrasse Trottoir links,1,308.69809448000,974
1,0,0,0,0,411.93032897000,411.97878309000,BOTH,Sihlstrasse / Schanzengrabenpromenade / Selnaustrasse 30,1,38.77344289900,975
0,FT,0,0,1,451.73638600000,452.02294250000,FT,Freiestrasse Trottoir rechts,0,13.23322808730,976
1,TF,0,1,0,408.28649961000,408.06130185000,TF,Badenerstrasse Trottoir links,0,52.84573703480,977
1,0,0,0,0,411.66358433000,411.86068675000,BOTH,Krematorium Sihlfeld 25,1,15.92850425660,978
1,0,0,0,0,404.97585967000,403.47152267000,BOTH,HardbrÃ¼cke Trottoir rechts,0,110.10347053800,979
1,0,0,0,0,407.70926561000,408.58505620000,BOTH,ZÃ¼richhorn 260,1,69.67834011040,980
1,0,0,0,0,409.08706400000,409.98299250000,BOTH,NÃ¼schelersteg,1,9.03360530266,981
1,0,0,0,0,399.69231650000,399.76881179000,BOTH,Bernerstrasse Nord Trottoir rechts,1,393.04431473600,982
1,0,0,0,0,426.67500000000,432.25719000000,BOTH,Opfikonstrasse,1,182.84856610000,983
1,0,0,0,0,427.85686220000,428.16899483000,TF,Thurgauerstrasse Trottoir links,0,36.64195404670,984
1,0,0,0,0,403.20855500000,401.67143050000,BOTH,Fischerweg,2,207.91179492300,985
1,0,0,0,0,409.94731600000,409.67960650000,FT,Kasernenstrasse Trottoir rechts,1,102.31549412200,986
1,0,0,0,0,431.75877500000,428.11551017000,BOTH,Andreasstrasse,1,182.86323603900,987
1,0,0,0,0,407.68539071000,408.09617927000,BOTH,Seefeldquai Seepromenade 240,1,103.76149453000,988
1,0,0,0,0,442.15784119000,440.61480175000,BOTH,Kornamtsweg,1,228.02525726800,989
1,0,0,0,0,438.46519300000,441.89754822000,FT,ImbisbÃ¼hlstrasse Trottoir rechts,1,46.29423928150,990
1,TF,0,1,0,406.16767332000,405.76805064000,TF,Badenerstrasse Trottoir links,0,52.39422175690,991
1,0,0,0,0,437.63123982000,438.86007788000,BOTH,BÃ¼siseeweg 20,1,154.23747723300,992
1,0,0,0,0,518.72166100000,518.46843645000,BOTH,Schafmattstrasse Ãœberquerung 20,0,11.79433210200,993
0,0,0,0,0,408.43158556000,408.41203500000,FT,Alfred-Escher-Strasse Trottoir rechts,0,12.00238990560,994
1,0,0,0,0,417.71695900000,416.91028350000,BOTH,Hertersteg,1,50.52506399400,995
0,TF,0,1,0,400.74779696000,400.40573900000,TF,EuropabrÃ¼cke Trottoir links,1,8.13157103178,996
1,0,0,0,0,417.20940850000,418.45677400000,BOTH,BÃ¼ttenweg,1,61.83316937220,997
1,0,0,0,0,415.31654800000,413.94929000000,BOTH,Lux-Guyer-Weg 10,1,116.53390230500,998
1,0,0,0,0,407.97056058000,407.94636100000,BOTH,Blatterwiese 40,1,58.63891235720,999
0,TF,0,1,0,416.80843396000,416.53949350000,FT,Seestrasse Trottoir links,0,10.50496758880,1000
1,0,0,0,0,404.40737219000,404.18640467000,BOTH,Geroldstrasse Trottoir links,1,13.12902014790,1001
1,TF,0,1,0,409.20831825000,409.38863631000,TF,NeumÃ¼hlequai Trottoir links,1,117.42499622600,1002
1,0,0,0,0,411.83597183000,411.66358433000,BOTH,Krematorium Sihlfeld 10,1,13.09756590890,1003
1,0,0,0,0,411.93032897000,411.41281150000,BOTH,Sihlstrasse / Schanzengrabenpromenade / Selnaustrasse 50,1,23.38047278750,1004
1,0,0,0,0,522.87358920000,523.34477000000,BOTH,Emil-KlÃ¶ti-Strasse (Rad- und Fussweg) 15,1,61.96632618980,1005
1,0,0,0,0,406.96372917000,406.07341500000,BOTH,Platzpromenade,1,10.93867259080,1006
1,TF,0,1,0,413.37704119000,413.33290650000,TF,Birmensdorferstrasse Trottoir rechts,0,25.05931426900,1007
1,0,0,0,0,408.09617927000,408.18357105000,BOTH,Seefeldquai Seepromenade 280,1,87.70826063840,1008
1,0,0,0,0,483.04215203000,481.49259076000,BOTH,Winterthurerstrasse 60,2,59.75702375470,1009
1,FT,0,0,1,395.56782364000,395.38963850000,FT,Bernerstrasse Trottoir rechts,1,219.33349368500,1010
0,FT,0,0,1,433.39750198000,433.35000113000,FT,Freiestrasse Trottoir rechts,0,23.95694070370,1011
1,FT,0,0,1,449.31594111000,449.65263217000,FT,Jupiterstrasse Ãœberquerung 40,0,8.71778779296,1012
1,FT,0,0,1,395.65041269000,395.56782364000,FT,Bernerstrasse Trottoir rechts,1,118.91804627300,1013
1,TF,0,1,0,407.82520958000,407.77067044000,TF,Badenerstrasse Trottoir links,0,5.17465228719,1014
1,0,0,0,0,406.79509100000,408.68765741000,BOTH,Mythen-Quai 20,1,338.75605281200,1015
1,TF,0,1,0,413.33290650000,413.27981378000,TF,Birmensdorferstrasse Trottoir rechts,0,59.62551457340,1016
1,0,0,0,0,405.45037025000,405.53248700000,BOTH,Platzpromenade 210,2,49.23426034730,1017
0,TF,0,1,0,419.84718981000,419.76294900000,FT,Seestrasse,3,17.92709573300,1018
1,0,0,0,0,407.95952967000,407.67012450000,BOTH,Utoquai 120,1,152.17393147000,1019
0,FT,0,0,1,579.10487870000,580.16070233000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,11.20844646860,1020
1,0,0,0,0,398.33922312000,396.13004525000,BOTH,UnterfÃ¼hrung Nationalstrasse A1H 70,0,24.44895054620,1021
1,0,0,0,0,426.89012644000,425.44676288000,BOTH,Glattuferweg 520,2,20.53897130030,1022
1,0,0,0,0,401.39828219000,401.50197125000,BOTH,Pfingstweidstrasse Trottoir links,0,63.82895517960,1023
1,0,0,0,0,400.81461000000,402.70984000000,BOTH,Pfingstweidstrasse Trottoir links,0,80.00578756960,1024
1,0,0,0,0,400.81461000000,400.60408000000,BOTH,Pfingstweidstrasse / Gleisbogen,0,6.08135762023,1025
1,0,0,0,0,401.75593600000,401.98555350000,BOTH,Pfingstweidstrasse Trottoir rechts,0,18.40730788400,1026
1,0,0,0,0,402.85229443000,402.15982553000,BOTH,Pfingstweidstrasse Trottoir links,0,127.30447692700,1027
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,15.69170056670,1028
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,18.77896324970,1029
0,FT,0,0,1,410.17954120000,410.71474536000,FT,Seestrasse Trottoir links,0,11.49940782170,1030
1,FT,0,0,1,430.10183254000,430.46379000000,FT,Kornhausstrasse Trottoir rechts,0,6.88984708922,1031
1,0,0,0,0,408.08911540000,407.80720900000,BOTH,Utoquai 45,1,16.07431020840,1032
0,TF,0,1,0,457.11628328000,456.63984094000,TF,Riedtlistrasse Trottoir rechts,0,39.05179645980,1033
1,FT,0,0,1,457.99680262000,461.42798164000,FT,Riedtlistrasse Trottoir rechts,0,134.77005351000,1034
1,0,0,0,0,407.89783441000,408.08911540000,BOTH,Utoquai 40,1,52.59919477830,1035
1,0,0,0,0,408.50914329000,407.78482178000,BOTH,Utoquai Trottoir rechts,0,55.12833844310,1036
0,FT,0,0,1,461.42798164000,461.69103864000,FT,Riedtlistrasse Trottoir rechts,0,10.92367555130,1037
1,0,0,0,0,408.00971873000,408.54044350000,FT,Schoeckstrasse Trottoir rechts,0,49.45127247920,1038
1,0,0,0,0,408.52057700000,408.54044350000,TF,Theaterstrasse Trottoir links,0,105.66146934300,1039
1,FT,0,0,1,426.71445563000,426.82060869000,FT,Thurgauerstrasse Trottoir rechts,0,16.62342789420,1040
1,0,0,0,0,401.98555350000,402.50310313000,BOTH,Pfingstweidstrasse Trottoir rechts,0,61.18584389620,1041
1,0,0,0,0,402.39005114000,401.79149404000,BOTH,Pfingstweidstrasse Trottoir rechts,0,48.27737279280,1042
1,0,0,0,0,402.50097250000,402.39005114000,BOTH,Pfingstweidstrasse Trottoir rechts,0,14.57133756350,1043
1,0,0,0,0,413.24714225000,413.17931370000,BOTH,SihlhÃ¶lzlistrasse Trottoir rechts,0,263.26181575100,1044
1,0,0,0,0,401.51934075000,401.00356128000,BOTH,Pfingstweidstrasse Trottoir links,0,194.55974569100,1045
1,0,0,0,0,408.73193200000,408.87522591000,BOTH,Schillerstrasse Trottoir links,0,70.55851289460,1046
1,0,0,0,0,402.04475289000,402.15982553000,BOTH,Zufahrt EWZ Pfingstweidstrasse Ãœberquerung 30,0,31.67382576000,1047
1,0,0,0,0,401.39255493000,400.64442891000,BOTH,Pfingstweidstrasse Trottoir rechts,0,122.96353090200,1048
0,FT,0,0,1,452.02294250000,451.98869312000,FT,Freiestrasse Trottoir rechts,0,8.91996227256,1049
0,FT,0,0,1,402.28556109000,402.14345792000,FT,Hardturmstrasse,1,60.57353749630,1050
1,0,0,0,0,406.17379000000,405.39756073000,BOTH,Langstrasse Trottoir rechts,1,22.58871703620,1051
1,0,0,0,0,430.95828578000,430.93848497000,BOTH,Tramstrasse Ãœberquerung 140,0,4.33082959669,1052
1,0,0,0,0,409.66534750000,408.65707050000,BOTH,Am Schanzengraben,1,45.22247862930,1053
1,0,0,0,0,404.65787500000,404.89029583000,BOTH,HardbrÃ¼cke Trottoir links,1,301.19610817800,1054
1,FT,0,0,1,422.24907962000,422.49684625000,FT,Bahnhof Brunau Trottoir links,1,42.50689455390,1055
1,0,0,0,0,401.00710200000,400.62280909000,BOTH,Pfingstweidstrasse Trottoir rechts,0,109.95899674400,1056
1,0,0,0,0,400.64442891000,401.00710200000,BOTH,Pfingstweidstrasse Trottoir rechts,0,84.03998138300,1057
1,0,0,0,0,401.94256037000,401.51934075000,BOTH,Pfingstweidstrasse Trottoir links,0,87.75319080900,1058
1,0,0,0,0,401.00037900000,401.92369100000,BOTH,Pfingstweidstrasse Trottoir links,0,247.12954872700,1059
0,TF,0,1,0,452.68558565000,452.09221130000,TF,Wehntalerstrasse Trottoir links,0,28.43567934860,1060
1,0,0,0,0,408.18127467000,407.88293367000,BOTH,BÃ¼rkliplatz Trottoir links,1,15.48424050150,1061
1,FT,0,0,1,406.77613100000,406.63406684000,FT,Herdernstrasse Trottoir rechts,0,16.49494797980,1062
1,0,0,0,0,407.80720900000,407.92437071000,BOTH,Utoquai 60,1,78.52581436450,1063
0,0,0,0,0,408.52057700000,408.44618813000,TF,Theaterstrasse Trottoir links,0,12.78369579360,1064
0,0,0,0,0,408.87522591000,408.87521491000,BOTH,Schillerstrasse Trottoir links,0,7.81419940506,1065
1,FT,0,0,1,481.35267493000,487.72793150000,FT,Riedtlistrasse Trottoir rechts,0,104.82915773800,1066
1,FT,0,0,1,399.23488630000,398.00857261000,FT,EuropabrÃ¼cke Trottoir rechts,1,63.74529016860,1067
1,0,0,0,0,487.21892700000,488.57342575000,BOTH,Irchelpark 550,2,27.59757924190,1068
1,0,0,0,0,427.22426900000,427.66539650000,BOTH,Glattuferweg 640,2,178.03183383200,1069
1,0,0,0,0,400.64145925000,400.96440023000,BOTH,Sportweg Ãœberquerung 20,0,21.62375297600,1070
1,0,0,0,0,400.64145925000,401.13065761000,BOTH,Pfingstweidstrasse Trottoir rechts,0,204.65218124700,1071
1,0,0,0,0,401.00356128000,401.00037900000,BOTH,Pfingstweidstrasse Trottoir links,0,31.70677715880,1072
1,0,0,0,0,396.51126975000,397.84717400000,BOTH,Vulkanstrasse / Hohlstrasse 10,1,196.62789812500,1073
0,FT,0,0,1,395.84530331000,395.75783237000,FT,Bernerstrasse Trottoir rechts,1,11.59392958380,1074
0,0,0,0,0,410.39579337000,410.35125125000,BOTH,Gessnerallee Trottoir links,0,6.68217595089,1075
0,0,0,0,0,414.62240433000,414.53025000000,BOTH,Hertersteg,1,15.15380569070,1076
1,0,0,0,0,432.84351646000,432.52406700000,BOTH,Saatlenstrasse 50,0,36.10002849700,1077
1,0,0,0,0,399.19292700000,399.90533947000,BOTH,Fischerweg / Werdinsel 10,0,91.83921279680,1078
1,0,0,0,0,401.90414050000,399.51255756000,BOTH,Pfingstweidstrasse Trottoir links,0,170.21425033000,1079
1,0,0,0,0,417.65014675000,418.28500025000,BOTH,KornhausbrÃ¼cke Trottoir rechts,1,20.85363934450,1080
1,0,0,0,0,399.90533947000,398.45878907000,BOTH,Werdinsel,0,105.12292660400,1081
1,0,0,0,0,398.82607206000,398.45878907000,BOTH,Werdinsel 30,0,277.25933008900,1082
1,0,0,0,0,398.83114750000,398.96068573000,BOTH,Winzerhalde Ãœberquerung 40,0,9.99589547645,1083
1,0,0,0,0,398.83114750000,398.82607206000,BOTH,Werdinsel,0,42.14782114580,1084
1,0,0,0,0,399.76710400000,399.19954640000,BOTH,Fischerweg,2,357.45489925900,1085
1,FT,0,0,1,464.94081587000,468.83829708000,FT,Rothstrasse Trottoir rechts,0,94.82385437470,1086
1,TF,0,1,0,418.17573427000,418.18222480000,FT,Seestrasse Trottoir links,0,9.73315724496,1087
1,0,0,0,0,447.66265975000,449.46170583000,BOTH,Wehntalerstrasse 10,0,81.84411446900,1088
0,0,0,0,0,447.73696000000,447.68477510000,BOTH,BÃ¤renbohlstrasse Trottoir rechts,0,14.03684057430,1089
1,0,0,0,0,411.04639388000,410.71196724000,BOTH,Park Letzigraben / Badenerstrasse / Brahmstrasse 130,0,54.35273666080,1090
1,0,0,0,0,418.95739425000,419.49136180000,BOTH,Lessingstrasse,1,145.73326118900,1091
1,0,0,0,0,437.38174053000,437.45935769000,BOTH,Neunbrunnenstrasse Trottoir links,0,84.74239840530,1092
1,TF,0,1,0,413.20497079000,412.98292347000,TF,Birmensdorferstrasse Trottoir rechts,0,73.89517212430,1093
1,TF,0,1,0,430.45434285000,430.64976546000,TF,Nordstrasse Trottoir links,0,169.96074682900,1094
1,0,0,0,0,427.99144550000,431.72712900000,BOTH,Saatlenstrasse 100,0,34.73351134940,1095
1,TF,0,1,0,408.06130185000,407.94520614000,TF,Badenerstrasse Trottoir links,0,47.05757412730,1096
1,0,0,0,0,427.03205870000,426.84111667000,BOTH,Andreasstrasse,1,43.94572915080,1097
1,0,0,0,0,413.21583190000,416.38464650000,BOTH,SihlhÃ¶lzlistrasse 10,1,218.56839508200,1098
1,0,0,0,0,403.53837501000,401.47765300000,BOTH,Pfingstweidstrasse Trottoir links,0,208.18356451300,1099
1,0,0,0,0,402.61692596000,402.53526247000,BOTH,Pfingstweidstrasse Trottoir links,0,17.05567753430,1100
1,0,0,0,0,401.47765300000,402.61692596000,BOTH,Pfingstweidstrasse Trottoir links,0,48.81174678260,1101
1,0,,0,0,402.53526247000,401.39828219000,BOTH,Pfingstweidstrasse Trottoir links,0,24.18923559760,1102
1,FT,0,0,1,542.93150600000,549.12510300000,FT,KrÃ¤hbÃ¼hlstrasse Trottoir rechts,0,105.37629818500,1103
0,FT,0,0,1,433.98774554000,434.57118695000,FT,Leonhardstrasse Trottoir rechts,0,8.56817798643,1104
1,0,0,0,0,409.59994558000,409.66155015000,BOTH,Park Letzigraben / Badenerstrasse / Brahmstrasse 50,0,34.59682293030,1105
1,0,0,0,0,404.48763018000,403.49789100000,BOTH,HardbrÃ¼cke Trottoir links,0,117.10967807000,1106
1,TF,0,1,0,428.78178841000,428.83316047000,TF,Nordstrasse Trottoir links,0,20.59488796090,1107
0,0,0,0,0,501.20756717000,501.12685056000,TF,Tobelholzweg,1,9.06133033535,1108
1,0,0,0,0,431.59489300000,431.76105125000,BOTH,Am Katzenbach,0,95.76238723800,1109
1,0,0,0,0,487.27294601000,483.49097564000,BOTH,Winterthurerstrasse 40,2,164.45036252600,1110
1,0,0,0,0,424.57734248000,424.71031575000,BOTH,Glattparkstrasse Opfikon 540,0,63.50722434750,1111
1,FT,0,0,1,409.00285472000,408.98774618000,FT,Mythenquai Trottoir rechts,0,92.31099265610,1112
1,FT,0,0,1,410.71178545000,417.65014675000,FT,KornhausbrÃ¼cke Trottoir rechts,0,31.36460726140,1113
1,0,0,0,0,631.58354894000,626.68361779000,BOTH,Witikonerstrasse Trottoir rechts,3,156.05349571800,1114
1,0,0,0,0,631.81922709000,631.58354894000,BOTH,Witikonerstrasse Trottoir rechts,3,272.20047325500,1115
1,0,0,0,0,623.07560480000,631.81922709000,BOTH,Witikonerstrasse Trottoir rechts,3,460.59130014100,1116
1,FT,0,0,1,410.80170851000,410.57083121000,FT,Seestrasse Trottoir rechts,0,52.41365493220,1117
0,FT,0,0,1,487.72793150000,488.13022867000,FT,Riedtlistrasse Trottoir rechts,0,22.29774132310,1118
0,FT,0,0,1,481.04755756000,481.35267493000,FT,Riedtlistrasse Trottoir rechts,0,15.57983961150,1119
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,17.01149752420,1120
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,11.92698303840,1121
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,16.13494434220,1122
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,8.70284133978,1123
0,FT,0,0,1,398.00857261000,398.04801700000,FT,EuropabrÃ¼cke Trottoir rechts,1,18.17530643640,1124
1,0,0,0,0,401.50197125000,400.81461000000,BOTH,Pfingstweidstrasse Trottoir links,0,126.17041097700,1125
1,0,0,0,0,407.15425015000,405.21433596000,BOTH,HardbrÃ¼cke Trottoir rechts,0,203.64824109300,1126
1,0,0,0,0,407.78482178000,407.89783441000,BOTH,Utoquai 20,1,79.30263494060,1127
1,TF,0,1,0,408.52198192000,408.38098788000,TF,Alfred-Escher-Strasse Trottoir links,0,49.86070438160,1128
1,0,0,0,0,480.93703500000,482.37595712000,BOTH,Riedhofstrasse,1,30.13856692210,1129
0,FT,0,0,1,408.91327502000,409.00285472000,FT,Mythenquai Trottoir rechts,0,63.22382849760,1130
0,0,0,0,0,0.00000000000,0.00000000000,FT,Kanzleistrasse,1,99.39890912650,1131
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,10.43674715070,1132
1,0,0,0,0,400.36173992000,399.69231650000,BOTH,Bernerstrasse Nord Trottoir rechts,1,6.58976129806,1133
1,0,0,0,0,401.92369100000,401.90414050000,BOTH,Aargauerstrasse Ãœberquerung 10,0,34.68953056000,1134
1,0,0,0,0,406.33538667000,408.11593955000,BOTH,Drahtschmidlisteg,1,78.76290605400,1135
1,FT,0,0,1,457.11628328000,457.99680262000,FT,Riedtlistrasse Trottoir rechts,0,30.49843272000,1136
0,0,0,0,0,452.06260350000,452.44787769000,FT,Frankentalerstrasse Trottoir rechts,1,19.87914763890,1137
1,0,0,0,0,515.69803800000,518.65417869000,BOTH,Emil-KlÃ¶ti-Strasse (Rad- und Fussweg) 30,1,47.87919861310,1138
1,0,0,0,0,398.76140087000,396.36437950000,BOTH,Werdinsel-BrÃ¼cke 20,1,35.54122346400,1139
1,FT,0,0,1,408.16390467000,407.86683858000,FT,Badenerstrasse Trottoir rechts,0,52.39682068410,1140
0,TF,0,1,0,0.00000000000,0.00000000000,FT,RÃ¶telstrasse,1,65.95726447520,1141
1,0,0,0,0,400.60408000000,400.68314303000,BOTH,Pfingstweid,0,182.54603412100,1142
1,0,0,0,0,408.78800723000,408.66757375000,BOTH,Zeughauspark 30,1,43.41274436410,1143
1,0,0,0,0,404.38283800000,400.58766684000,BOTH,Gleisbogen,1,186.54785537900,1144
1,0,,0,0,0.00000000000,0.00000000000,BOTH,Pfingstweid,0,8.18216863751,1145
1,0,0,0,0,452.04215400000,456.92167917000,0,Laubiweg,0,59.04463578450,1146
1,TF,0,1,0,459.60411824000,461.15570867000,0,HÃ¶lderlinstrasse,0,22.63817226510,1147
1,0,0,0,0,485.56396067000,489.83505650000,0,Stichstrasse HurdÃ¤ckerstrasse 10,0,147.64202999000,1148
1,0,0,0,0,489.12094625000,489.83505650000,0,HurdÃ¤ckerstrasse,0,14.43315505190,1149
1,0,0,0,0,454.26220743000,452.02778000000,0,Jakob-Peter-Weg,0,45.29763945140,1150
1,0,0,0,0,455.00616000000,452.40370107000,0,Emil-Spillmann-Weg,1,105.83021534400,1151
1,0,0,0,0,435.14885760000,435.49195950000,0,Schwamendingerplatz,1,28.32428049440,1152
0,0,0,0,0,405.45010937000,405.37843583000,0,Josefstrasse,0,78.37546849880,1153
1,TF,0,1,0,440.27307610000,442.91200000000,0,Bruderwies,0,98.88658321870,1154
1,0,0,0,0,479.03459750000,490.42143400000,0,Im Maas,0,195.63952496800,1155
1,0,0,0,0,453.52329045000,455.14205333000,0,Dora-Staudinger-Strasse,0,143.94600824400,1156
1,0,0,0,0,465.58231500000,465.64140575000,0,Tuschgenweg,0,95.63696647780,1157
0,0,0,0,0,402.76267750000,403.03892583000,0,Schiffbaustrasse,1,207.52928855400,1158
0,0,0,0,0,444.59015438000,450.16231788000,0,Hedwigstrasse,0,106.31503690900,1159
1,0,0,0,0,478.63849333000,480.55379600000,0,Hirslanderstrasse,0,33.47853820080,1160
0,0,FT,0,0,442.03408000000,441.83834800000,0,Edisonstrasse,1,64.26138872660,1161
